area,bedrooms,bathrooms,floors,parking,age,location_score,price
2342,4,2,3,0,3,10,17850005.332781285
1293,2,2,3,3,27,7,10721989.68916892
3054,4,4,3,2,16,8,22918747.242911562
1486,5,3,3,1,9,10,15452599.349309854
664,1,2,1,2,21,7,6966458.154333515
3943,3,1,2,1,14,4,23390703.398622993
2119,4,1,3,3,16,3,14573269.221692717
3204,4,4,2,1,28,7,20754952.532233357
1539,3,1,1,2,10,10,13968566.27254427
675,3,4,1,3,22,3,6722701.051017961
1851,1,2,3,2,16,5,12127848.214022888
1862,3,3,3,2,20,5,13321253.300424526
2874,5,4,2,2,0,8,21938810.113253444
2620,2,2,2,1,16,2,15390473.561772432
3826,5,3,1,0,19,4,23692453.77109903
1753,5,4,1,1,18,7,15507598.302063946
662,1,4,3,2,11,1,5180601.424148789
1382,2,1,1,1,11,4,9823600.238174824
1855,2,1,2,0,7,7,12916041.108563552
1203,2,3,1,2,16,9,11235938.45992863
1280,4,4,3,0,0,7,12970343.049699193
1217,4,1,3,1,26,8,11424416.13041132
2015,3,3,1,1,11,4,14048013.651063092
1628,4,3,2,1,15,6,12397740.06134409
2667,5,3,3,1,3,10,20576304.07299688
2928,2,1,2,0,12,9,19495686.370702885
2242,5,2,2,2,18,1,14435963.69688646
1460,1,4,2,2,20,7,10522859.532205176
2099,1,3,2,3,26,5,13525124.389596166
1500,5,4,1,3,25,5,12550382.550483175
1700,5,2,1,3,5,1,12703160.559014894
3536,2,2,2,2,2,6,22139344.15520279
3606,1,3,1,0,23,4,20007432.100154746
515,3,3,1,0,25,9,7654105.561746961
1327,2,2,2,0,2,6,11826217.484227933
2615,1,1,1,1,2,2,15665688.909281831
695,2,4,2,1,0,4,7718489.172267092
924,1,1,1,1,2,10,8771533.44273009
1230,1,1,1,2,6,8,11711510.676036155
1223,3,1,2,1,18,6,9355520.874738734
3325,3,1,1,2,26,3,19282929.18221768
3082,5,1,3,0,16,1,18151732.90933437
3313,4,1,1,0,28,2,18213836.297966767
978,1,2,2,3,7,8,9894459.13043307
1276,2,4,1,2,3,2,10087834.793849522
2030,4,3,1,1,26,1,12444253.65826907
3413,2,4,3,3,25,3,20642341.657719497
2940,4,1,1,3,13,10,21846787.125387322
2524,5,2,2,1,14,3,17264719.3609934
3513,2,4,2,0,12,6,22413360.046966232
2524,4,3,3,1,11,10,19886651.00311365
1768,2,3,3,1,28,10,13796128.859396772
2459,3,2,2,3,1,4,17020088.072349064
676,1,4,1,3,27,5,7058906.464629465
2344,5,1,2,3,4,8,18096714.82757128
2695,1,1,2,0,4,2,15208038.226203313
2730,2,3,1,0,25,4,16148720.015064126
1949,5,1,1,0,0,6,14955650.548707185
695,3,3,1,0,29,8,7836851.077553514
2506,3,3,3,1,27,10,18790826.07826376
1688,5,3,3,0,17,8,13970603.602347443
2204,3,2,2,2,0,10,17661586.293101963
2325,1,3,1,1,3,10,18273354.072035525
2829,3,4,3,0,27,6,17577067.008336112
2336,2,2,2,3,1,2,14084799.59139986
3288,3,2,2,1,22,3,19114615.67574699
3316,5,4,3,3,28,8,22816713.22986968
923,2,1,2,2,12,8,9739654.450375332
3347,1,4,2,3,24,1,19232752.23675874
1739,2,4,2,2,10,2,11727927.21868832
3509,5,4,1,0,0,1,21288705.804369703
2993,1,4,1,1,0,1,17758489.81750021
3098,3,1,2,3,27,8,21021068.05916662
1112,3,2,1,1,4,6,9701696.235923434
3460,5,2,2,0,25,3,20716677.432296798
3185,4,4,3,1,22,4,20311017.267338376
3392,2,1,3,1,6,9,23319247.440557335
2756,3,2,1,2,29,3,16570035.91457112
1052,4,2,3,1,13,6,10821693.823404552
3883,3,4,2,1,8,7,25078543.83315947
1017,4,4,3,2,15,7,11375935.540824061
1916,2,3,3,1,19,1,12790420.893183395
3849,1,1,3,2,4,3,22549542.96062073
1082,3,3,3,3,8,8,12606039.167039173
2738,1,2,3,2,11,6,18242455.153130222
2408,5,4,1,0,1,5,18258722.602267746
2770,3,4,3,0,11,3,18414652.51074456
1179,4,4,2,0,14,1,8961027.542767582
2874,3,2,2,2,0,4,19577279.92099243
1281,4,2,3,2,23,5,9681229.175736574
1981,4,4,3,1,27,8,15392181.177525382
2870,1,3,2,1,12,7,18575601.48160478
1989,3,4,1,0,15,4,14074633.62694364
2903,1,2,2,3,4,9,20263405.578076214
575,3,3,3,2,14,7,9036374.672777398
2752,5,1,1,2,10,4,17510561.16191333
1638,2,4,1,0,1,10,14614568.289336953
3417,3,2,3,3,23,8,22178261.701803617
1701,2,1,2,1,6,1,10377096.856861275
3342,4,3,3,2,10,10,23779079.418973725
3459,2,3,3,3,10,1,20130011.74878586
2724,2,4,1,1,23,3,16389390.37275222
1981,2,2,2,1,12,7,13620032.708813343
633,5,3,3,3,27,3,7737392.456398004
618,3,3,3,2,22,7,8326508.376531875
3264,1,1,1,3,1,6,20475258.41468428
1720,4,1,2,3,22,7,13249774.500500306
3361,4,3,3,1,23,10,22895748.766286794
519,4,2,2,0,22,7,7251822.078725584
1332,5,1,3,1,18,7,11587272.176451074
2142,5,4,3,3,5,4,16647220.613832569
2637,4,3,3,1,13,2,16458085.989931747
3988,1,3,3,2,9,5,22949636.408173367
3497,4,3,1,1,18,6,21291744.291780803
3454,2,2,1,3,10,1,20368143.73583461
2481,5,4,3,0,9,10,20574695.341480866
1439,5,4,1,0,23,5,11408341.377265606
2018,4,4,3,0,24,5,15743816.90092696
927,1,2,3,0,6,1,6690234.676952673
1215,3,4,2,2,18,9,11505090.824742893
3243,1,1,3,0,10,5,19274615.8691854
597,4,2,3,3,10,7,9024252.6651311
3150,3,4,2,1,5,8,21361606.00901133
1796,3,2,3,3,14,10,14882700.052506244
3428,5,2,2,0,19,4,21001432.144456577
2548,1,3,1,1,3,9,18660743.487796675
779,4,1,1,1,16,3,7508657.999907052
3306,3,2,3,1,3,10,22892785.01487373
3399,4,1,3,3,26,8,22423466.377509996
3911,2,3,3,0,22,5,23101298.257179618
3004,3,2,1,0,12,10,20156243.963923518
2733,4,3,1,2,4,1,17186874.6758058
2843,2,4,2,3,13,5,19276822.51650758
1992,4,3,2,2,26,3,13908061.776645076
3503,2,1,2,1,26,2,19005172.08954492
888,1,3,3,2,6,9,9873500.136065094
1808,3,1,3,3,6,1,12562744.984535823
1838,4,3,1,2,28,9,14604970.033046553
3211,4,3,3,0,14,8,21698320.67623522
517,4,2,3,0,7,8,9236810.604561923
1249,5,2,3,0,17,6,11637784.651480354
3927,5,4,1,1,22,8,25497233.390606172
3910,2,3,1,2,28,4,20955769.89000005
1836,2,2,1,1,26,4,11362247.77855267
1541,4,2,3,3,24,8,13566138.225244382
3560,4,3,3,3,14,5,22651185.51018315
604,1,4,1,1,12,10,7669040.995349831
3831,5,1,3,2,10,4,23586121.872745574
3778,4,1,3,2,1,1,22527041.802517537
2580,5,3,3,1,7,8,19881484.87401867
1775,1,2,3,0,4,6,12265376.05553254
2780,1,2,3,3,23,5,17256583.363870777
920,4,2,2,0,0,8,10532644.248977397
3025,2,2,2,3,23,2,16570103.31013995
2339,1,4,3,2,19,7,16369734.322699657
3313,3,1,2,1,0,3,20384128.627495766
3015,3,2,2,3,2,9,21522831.298042182
2973,2,1,2,3,15,8,19810204.702748004
1136,4,4,2,2,21,7,11366656.491115002
3966,3,2,3,2,12,3,23802775.9974461
849,3,4,3,2,20,4,8313014.222350369
1322,1,1,1,2,29,1,6335224.099392942
2381,2,3,3,0,17,7,15618175.385650812
3756,1,1,2,3,13,8,23149295.046365198
3668,5,3,1,1,4,6,24049575.74397499
1923,1,3,3,3,8,4,14030464.09723927
1296,4,3,3,2,23,7,11842680.27633986
1889,2,3,1,0,7,6,13661783.881069534
3815,3,2,2,3,17,10,25096818.567381676
948,5,1,2,2,14,3,8352160.936087612
2583,5,2,3,2,13,7,19485544.432448484
3970,3,3,1,3,22,3,22293996.836323068
2384,5,1,3,1,19,5,17067253.56292097
1673,1,4,1,3,16,7,12692450.861453941
3510,4,2,2,1,24,3,19691686.004419502
1850,1,4,1,3,13,7,13535285.49279138
1787,1,4,3,1,27,1,9922299.681337174
3754,5,3,2,0,3,10,25414236.381932516
712,2,1,2,0,0,6,7635593.161815039
2687,1,3,1,1,20,4,15440339.024967192
3198,2,1,2,1,14,6,19510597.93990502
3009,2,3,3,1,23,8,19300035.73592536
563,3,3,3,3,20,1,5208007.771146346
2942,3,3,3,1,14,10,22113456.439512387
1714,5,3,2,1,23,3,13241297.039200557
3593,2,2,3,3,13,2,20854556.865640488
3221,4,1,2,1,8,9,22141237.309076153
3271,4,4,2,2,11,8,22864432.86915925
932,2,1,1,2,25,9,9149660.359541956
3824,2,1,3,0,4,6,22987980.50140328
3070,3,3,1,1,21,9,20965496.372533325
1401,4,4,1,0,23,8,13120769.286686974
3392,1,4,3,3,6,4,21266966.078443617
2747,5,1,1,0,3,7,19182544.67334959
1546,2,4,3,3,11,10,14226886.4826065
1905,5,3,2,3,12,8,16412349.152504398
731,3,3,3,2,15,7,9286041.785064058
2928,1,2,1,0,12,8,18746635.402679536
2141,2,3,3,1,23,3,12603208.609586397
2679,3,4,1,0,9,6,19088371.915491104
2418,4,1,1,0,24,1,13733200.623168526
2587,1,4,3,0,17,4,16279161.68660098
2116,1,3,2,1,4,10,16832317.02490168
3361,1,4,3,1,6,5,20461382.50736708
854,3,4,2,2,27,9,9955199.107682664
2199,4,2,3,3,18,4,15157587.41439856
1723,3,4,1,3,16,8,13181898.6422339
1109,4,3,2,1,26,3,8593975.749791127
3223,1,2,2,0,13,8,19083886.27858128
502,4,1,2,1,13,8,7644450.860848503
2654,1,1,2,1,28,5,15530037.57921532
970,3,2,1,1,16,5,8884096.20644093
3336,2,2,2,0,2,3,19666692.177406866
1181,4,3,3,0,20,7,11067104.667957235
2679,5,4,3,1,8,3,18804436.021475047
1815,2,1,1,0,29,2,10155080.96611475
1393,4,1,3,3,11,8,13030885.641826084
1022,2,1,2,2,26,8,9120921.83945192
1150,3,1,3,1,25,1,7562110.1355832005
2187,2,1,2,3,29,10,15459892.840902597
3251,4,3,1,1,9,8,21377794.073556
2061,5,4,1,1,19,9,17174081.758241598
2156,2,2,3,3,11,1,13034715.459010065
3067,5,1,3,0,13,7,21369091.895336334
1908,4,2,3,2,11,8,15806072.57471534
2103,2,2,2,2,7,4,13971455.919359775
3258,2,3,2,3,11,9,22595160.533174437
3871,4,1,2,2,4,6,24269940.046643123
1247,4,4,3,3,4,5,11933442.491405636
3272,3,1,2,0,5,3,19966297.38183245
2856,2,3,3,1,12,1,15964199.358225001
2135,2,3,3,1,20,7,14805874.01150359
727,3,1,3,1,10,9,9733889.319028605
2371,4,1,1,1,15,9,17549023.00377899
741,4,2,3,2,19,4,9069720.014870277
3891,3,3,3,3,24,3,23216995.258543488
1793,4,3,3,2,17,6,14266825.532654705
2759,4,1,2,2,15,1,16507048.314097604
1092,4,1,2,2,5,6,10525980.368964743
1922,3,2,1,3,10,2,13977316.695361916
1474,2,3,1,2,11,1,9989855.932295717
2535,1,1,1,1,0,9,17301840.89070536
3545,4,2,3,0,3,2,22209128.35086514
3517,5,4,2,1,0,9,25431353.341503598
1430,2,4,1,3,10,6,11646408.047012404
3729,3,1,1,1,25,4,20447534.428821124
3521,2,3,3,3,3,7,23417958.350374673
1101,1,4,3,3,23,8,9233462.855173964
3720,2,1,3,0,2,3,22073030.142610516
1790,2,3,2,1,25,4,11442695.495438475
3547,5,4,3,2,29,6,23465919.722359303
3121,1,2,1,0,20,2,16233096.631506272
3531,1,3,3,2,29,5,20926994.081386488
1833,5,3,2,0,20,6,14544712.270070242
2925,4,4,3,2,12,4,19072695.450613197
1112,4,1,2,1,20,6,9370508.542821785
1184,1,2,2,2,28,6,7952774.14824846
1609,4,3,3,0,21,5,12581266.589724472
2021,5,2,3,2,11,6,16186996.18098822
2948,3,1,1,3,17,5,17551591.405427456
1247,4,1,3,3,17,3,10222711.68154591
1996,2,2,2,2,2,7,14737244.312241532
694,3,4,1,2,23,5,7567359.14496886
3061,1,3,3,0,8,4,18410404.719751254
2524,5,2,3,0,1,5,17859313.12724893
3277,1,1,1,3,15,10,21971498.21485304
3710,1,1,3,3,8,3,20222364.523212302
2224,4,2,3,2,16,10,17311588.158465844
1055,4,4,3,3,14,6,11133932.470682798
3261,3,3,2,0,29,5,19158663.322069395
2738,5,4,1,2,13,7,19493033.096779373
2226,3,2,1,3,11,9,16511528.851824855
3997,2,2,1,2,27,10,24194065.99740806
3969,5,3,1,1,12,7,27070833.61412242
3996,4,4,3,0,13,7,25713674.583282948
2898,3,1,3,0,5,9,19884219.19639729
3640,5,2,2,3,14,1,21906696.88949396
721,3,1,1,3,8,3,6837203.809051242
3136,2,4,3,1,14,6,20246386.013922904
1227,2,1,2,2,10,1,7193490.911943268
2227,5,4,3,2,2,7,17768795.88052743
3802,2,3,1,2,11,4,22580589.712909117
3209,4,2,2,2,15,6,20928957.0995799
662,3,3,1,0,1,4,7180630.129400238
1591,5,3,1,1,17,2,10379153.702408407
3306,3,1,3,3,28,6,20082937.274614893
1807,3,1,2,1,26,5,12368386.311956901
2970,4,2,3,1,25,6,19062865.70076724
2585,3,4,3,3,12,6,18411380.566612348
747,4,1,2,1,28,2,6051341.259808933
3257,5,3,2,2,18,5,21920441.06875424
1419,2,3,1,1,19,2,8930248.83385342
1598,4,1,2,1,3,2,12567436.455406053
2251,4,1,1,1,0,9,17367683.17581861
3878,4,3,3,3,29,6,24508242.620391354
1782,4,1,3,1,1,3,13350454.128096377
2671,4,2,2,0,18,10,19927111.023364414
2245,5,3,3,3,9,1,15685842.355958557
2269,4,4,2,2,13,3,15869429.49543114
611,5,3,1,1,20,5,8023677.314042703
2794,5,3,2,2,3,5,19982228.382890586
1093,5,2,3,0,17,1,8649499.502749791
2836,3,4,2,3,11,3,18092629.74824937
1463,5,2,1,2,0,9,15458792.532594508
930,3,4,2,1,14,6,9954122.34108468
1551,3,2,1,1,2,9,13563648.365813443
2187,4,3,1,0,15,6,16262203.793328766
1918,3,1,1,2,23,4,12428252.487790827
3831,2,4,3,2,9,6,24878815.320938
2264,2,3,3,1,16,10,17796743.5551202
769,4,4,2,0,19,6,9265251.113253664
2082,5,4,1,1,1,5,15751581.79759926
3676,3,3,1,2,9,2,22203098.071503133
2808,5,1,2,0,19,7,19002016.89309277
3965,4,1,2,0,22,10,25612639.700599696
771,3,2,3,3,1,2,8149517.110721669
550,5,1,3,0,16,1,6484284.891762117
2931,5,3,2,2,6,8,21934205.181796055
2141,3,2,1,2,2,10,16975955.141643345
3660,4,1,3,1,5,3,22305674.481561143
1830,1,2,3,1,2,3,11394587.595980735
1509,5,1,3,3,28,3,10810967.700404882
2240,1,3,3,0,18,2,13469697.962769384
3290,3,3,1,2,1,9,23220896.839549344
670,5,1,1,2,27,2,6391116.145650184
3325,5,4,1,2,17,7,23196746.145751186
1187,3,3,1,0,11,4,9190181.425056795
1439,3,4,2,2,4,9,12461178.959676057
3470,1,2,3,2,23,7,21141651.52857045
2202,2,1,1,3,28,6,14802793.290786423
1747,4,1,1,0,25,5,11935729.625318836
3423,5,1,1,2,0,10,24086912.00302782
3908,3,4,2,1,19,5,23316664.38383271
3057,3,1,3,3,1,10,22074112.662582446
2594,2,2,1,3,28,10,17768103.459184684
2418,4,3,1,3,19,3,15688239.190410402
3133,4,1,3,1,2,9,21522867.607402846
685,2,1,2,1,3,8,7588359.5896799555
1228,5,1,3,2,7,8,12351371.253527066
955,1,4,3,2,16,10,11168546.296412371
1271,2,2,2,1,1,1,8924577.366326936
2759,4,1,3,1,18,9,19196397.732454654
1307,4,1,1,1,19,7,11901193.195145912
3929,4,2,2,3,15,7,25493527.115557015
3407,2,1,1,1,6,2,18775869.58129697
3563,4,2,2,2,3,7,23872835.79174944
2827,1,3,2,0,5,4,17655899.799304232
1376,5,1,3,0,21,4,10322815.654015187
1010,3,4,3,1,6,5,10655928.583892927
2385,4,3,2,0,3,6,17244785.51550025
1348,4,4,3,3,22,7,12576829.689760106
533,4,2,1,0,14,7,7909170.21410182
3753,1,4,2,1,29,1,19890207.11787155
3772,1,1,3,0,23,2,19835377.213135883
1545,4,4,2,1,23,1,10715842.57050867
3197,3,2,2,1,15,10,21763866.741368886
3893,1,2,1,0,12,7,22243246.045824133
1952,1,4,2,0,16,1,11051127.404583165
1793,5,1,2,3,1,6,15598988.043063065
2580,3,1,1,1,21,8,17200936.159985542
1685,5,1,2,2,18,9,14645528.676089546
3129,3,2,3,3,11,2,18281126.129703883
2844,2,1,2,2,18,10,19770362.119049583
3699,1,2,2,0,19,6,21356648.817179445
3704,3,1,1,1,3,8,24209879.626070485
2696,5,2,2,0,16,4,16811722.876675785
2623,2,4,3,2,1,4,18396355.616752125
3078,3,3,1,1,15,1,19078155.451455854
3211,3,2,3,3,16,5,20472917.270548232
504,3,3,3,1,8,2,5677985.9467812935
2946,2,3,2,1,12,1,17273102.812885992
2486,1,4,1,3,1,5,16894994.62766744
2422,2,3,3,3,3,9,18194527.06643117
629,1,3,3,2,1,6,7280660.5189767685
3392,2,3,2,2,8,4,20252559.1869353
786,5,2,1,1,28,5,7877731.07894426
3535,4,4,1,2,0,3,22072767.588065926
2176,1,4,3,0,9,10,16554205.459677866
932,3,2,1,1,7,9,9635481.649016866
3284,2,4,3,2,3,8,23395005.798582677
2135,1,4,3,3,22,5,13428578.020611176
3213,5,2,3,3,5,10,23213824.703592986
3993,5,2,2,2,22,1,22128808.86271166
3641,2,1,1,2,23,9,21708679.497844074
1699,1,2,1,0,13,2,9871613.288461199
1009,2,1,2,0,16,1,7089483.510523551
608,3,4,1,2,24,7,8384347.822937896
2028,2,4,1,0,16,5,12962487.036082132
1631,3,4,1,0,20,1,10107207.31768468
963,2,4,3,3,29,2,7217682.672740609
1288,5,3,1,2,10,2,10809130.476326384
